Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-9edj,branch-ee59,checkpoint-7g4v,branch-52fz,checkpoint-irp3,randomiser-czzd,randomiser-z5db,randomiser-bvds,Randomise questionnaire elements?,Question Key,Response
1,1605555860458,16/11/2020 19:44:20,1605555860394,-5,16/11/2020 14:44:20,24435,13,questionnaire-d7os,,7831064,114247,2327226,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.193,1280x720,1280x610,Fail,Demographics,1,Yes,Fail,,Fail,Fail,Two Talker,,B,No,BEGIN QUESTIONNAIRE,
2,1605555876148,16/11/2020 19:44:36,1605555876142,-5,16/11/2020 14:44:36,24435,13,questionnaire-d7os,,7831064,114247,2327226,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.193,1280x720,1263x610,Fail,Demographics,1,Yes,Fail,,Fail,Fail,Two Talker,,B,No,response-accent-1,New England
3,1605555876257,16/11/2020 19:44:36,1605555876143,-5,16/11/2020 14:44:36,24435,13,questionnaire-d7os,,7831064,114247,2327226,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.193,1280x720,1263x610,Fail,Demographics,1,Yes,Fail,,Fail,Fail,Two Talker,,B,No,response-accent-text,
4,1605555876257,16/11/2020 19:44:36,1605555876143,-5,16/11/2020 14:44:36,24435,13,questionnaire-d7os,,7831064,114247,2327226,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.193,1280x720,1263x610,Fail,Demographics,1,Yes,Fail,,Fail,Fail,Two Talker,,B,No,response-sex-1,Female
5,1605555876257,16/11/2020 19:44:36,1605555876143,-5,16/11/2020 14:44:36,24435,13,questionnaire-d7os,,7831064,114247,2327226,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.193,1280x720,1263x610,Fail,Demographics,1,Yes,Fail,,Fail,Fail,Two Talker,,B,No,response-ethnicity-2,Not Hispanic or Latino
6,1605555876257,16/11/2020 19:44:36,1605555876144,-5,16/11/2020 14:44:36,24435,13,questionnaire-d7os,,7831064,114247,2327226,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.193,1280x720,1263x610,Fail,Demographics,1,Yes,Fail,,Fail,Fail,Two Talker,,B,No,response-race-5,White
7,1605555876257,16/11/2020 19:44:36,1605555876144,-5,16/11/2020 14:44:36,24435,13,questionnaire-d7os,,7831064,114247,2327226,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.193,1280x720,1263x610,Fail,Demographics,1,Yes,Fail,,Fail,Fail,Two Talker,,B,No,END QUESTIONNAIRE,15750
1,1605569418576,16/11/2020 23:30:18,1605569418429,-5,16/11/2020 18:30:18,24435,13,questionnaire-d7os,,7834780,113923,2328538,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Chrome 86.0.4240.193,1440x900,1390x703,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,C,,No,BEGIN QUESTIONNAIRE,
2,1605569431400,16/11/2020 23:30:31,1605569431320,-5,16/11/2020 18:30:31,24435,13,questionnaire-d7os,,7834780,113923,2328538,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Chrome 86.0.4240.193,1440x900,1390x703,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,C,,No,response-accent-1,New England
3,1605569431509,16/11/2020 23:30:31,1605569431323,-5,16/11/2020 18:30:31,24435,13,questionnaire-d7os,,7834780,113923,2328538,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Chrome 86.0.4240.193,1440x900,1390x703,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,C,,No,response-accent-text,
4,1605569431509,16/11/2020 23:30:31,1605569431323,-5,16/11/2020 18:30:31,24435,13,questionnaire-d7os,,7834780,113923,2328538,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Chrome 86.0.4240.193,1440x900,1390x703,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,C,,No,response-sex-1,Female
5,1605569431509,16/11/2020 23:30:31,1605569431323,-5,16/11/2020 18:30:31,24435,13,questionnaire-d7os,,7834780,113923,2328538,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Chrome 86.0.4240.193,1440x900,1390x703,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,C,,No,response-ethnicity-2,Not Hispanic or Latino
6,1605569431509,16/11/2020 23:30:31,1605569431323,-5,16/11/2020 18:30:31,24435,13,questionnaire-d7os,,7834780,113923,2328538,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Chrome 86.0.4240.193,1440x900,1390x703,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,C,,No,response-race-5,White
7,1605569431509,16/11/2020 23:30:31,1605569431323,-5,16/11/2020 18:30:31,24435,13,questionnaire-d7os,,7834780,113923,2328538,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.5,Chrome 86.0.4240.193,1440x900,1390x703,Pass,Demographics,1,Yes,Fail,Pass,Pass,,One Talker,C,,No,END QUESTIONNAIRE,12894
1,1605587016550,17/11/2020 04:23:36,1605587017009,-5,16/11/2020 23:23:37,24435,13,questionnaire-d7os,,7837426,113986,2329218,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1368x912,1368x770,Fail,Demographics,1,Yes,Fail,,Fail,Fail,Two Talker,,B,No,BEGIN QUESTIONNAIRE,
2,1605587041034,17/11/2020 04:24:01,1605587041499,-5,16/11/2020 23:24:01,24435,13,questionnaire-d7os,,7837426,113986,2329218,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1368x912,1351x770,Fail,Demographics,1,Yes,Fail,,Fail,Fail,Two Talker,,B,No,response-accent-1,New England
3,1605587041206,17/11/2020 04:24:01,1605587041502,-5,16/11/2020 23:24:01,24435,13,questionnaire-d7os,,7837426,113986,2329218,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1368x912,1351x770,Fail,Demographics,1,Yes,Fail,,Fail,Fail,Two Talker,,B,No,response-accent-text,
4,1605587041206,17/11/2020 04:24:01,1605587041502,-5,16/11/2020 23:24:01,24435,13,questionnaire-d7os,,7837426,113986,2329218,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1368x912,1351x770,Fail,Demographics,1,Yes,Fail,,Fail,Fail,Two Talker,,B,No,response-sex-1,Female
5,1605587041206,17/11/2020 04:24:01,1605587041503,-5,16/11/2020 23:24:01,24435,13,questionnaire-d7os,,7837426,113986,2329218,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1368x912,1351x770,Fail,Demographics,1,Yes,Fail,,Fail,Fail,Two Talker,,B,No,response-ethnicity-1,Hispanic or Latino
6,1605587041206,17/11/2020 04:24:01,1605587041503,-5,16/11/2020 23:24:01,24435,13,questionnaire-d7os,,7837426,113986,2329218,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1368x912,1351x770,Fail,Demographics,1,Yes,Fail,,Fail,Fail,Two Talker,,B,No,response-race-5,White
7,1605587041206,17/11/2020 04:24:01,1605587041503,-5,16/11/2020 23:24:01,24435,13,questionnaire-d7os,,7837426,113986,2329218,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.198,1368x912,1351x770,Fail,Demographics,1,Yes,Fail,,Fail,Fail,Two Talker,,B,No,END QUESTIONNAIRE,24494
END OF FILE
